drugName,drugPrescStat,price,manufNo,maxDosage,Disease
Pipracil Inj 2gm/Vial,P, 0000.0000,000000,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24"
Pipracil Inj 4gm/Vial,P, 0000.0000,000000,200,"Deafness, Sensorineural, with Hypertrophic Cardiomyopathy"
Teva-Naproxen,P, 0000.0000,014318,200,"Deafness, Autosomal Dominant 13"
Bromelain-Papain,O, 0000.0000,005188,200,Drachtman Weinblatt Sitarz syndrome
Super Multi Vit + Min Time Release Tab,O, 0000.0000,005225,200,Colitis
Pyridoxine Hcl Tab 50mg,O, 0000.0000,005225,200,Inflammatory Bowel Disease 22
Dormirel Tab,O, 0000.0000,000000,200,Hypoxia
Anthraforte 2 Ointment 2%,O, 0000.0000,009099,200,"Deafness, Autosomal Dominant 13"
Anthraforte 1 Ointment 1%,O, 0000.0000,009099,200,Cataract congenital Volkmann type
Inderal La Cap 80mg,P, 0000.0000,003691,200,Heart Aneurysm
Docusate Sodium Syrup 60mg/15ml,O, 0000.0000,000000,200,"Epilepsy, Generalized"
Vitamin E Dry Natural Source Tab 400unit,O, 0000.0000,000000,200,Extravasation of Diagnostic and Therapeutic Materials
Guaifenesin W Dextromethorphan Syr,O, 0000.0000,000000,200,"Encephalitis, Tick-Borne"
5 Benzagel Wash 5%,O, 0000.0000,000000,200,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
Vanoxide Hc Lotion,P, 0000.0000,000000,200,"Hexosaminidase A Deficiency, Adult Type"
Magnesium Cap,O, 0000.0000,000000,200,Potter Type III Polycystic Kidney Disease
Rovamycine 500 Cap 1500000unit,P, 0000.0000,000000,200,"Hyperkeratosis, Epidermolytic"
Peptol Tab 400mg,P, 0000.0000,007012,200,Classical Lissencephalies and Subcortical Band Heterotopias
Viskazide 10/25tab,P, 0000.0000,014872,200,"Reflex, Abnormal"
Viskazide 10/50tab,P, 0000.0000,014872,200,Leukostasis
Parlodel Cap 5mg,P, 0001.6132,007277,200,"Adrenal Hyperplasia, Congenital"
Sterile Water For Injection,O, 0000.0000,000000,200,"DEAFNESS, AUTOSOMAL DOMINANT 50"
Linde Nitrogen 99%,O, 0000.0000,000000,200,Moyamoya disease 3
Sucrets Cold Decongestant Loz 27.5mg,O, 0000.0000,000000,200,Bronchial Diseases
Zovirax,P, 0000.0000,011902,200,Ocular Myopathy with Curare Sensitivity
Dexatrim Cap,O, 0000.0000,005144,200,Hearing Disorders
Almagel 200 Liq,O, 0000.0000,003659,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
Vitamin C Crystals 1000mg,O, 0000.0000,005225,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24"
Vita-E 400 Plus Selenium Cap,O, 0000.0000,005109,200,Choroid plexus calcification with mental retardation
Protect Antiseptic Skin Cleanser 0.5%,O, 0000.0000,000000,200,Gastric Dilatation
Normo Gastryl,O, 0000.0000,005123,200,Orofaciodigital syndrome type1
Vaseline Dermatological Formula Lot,O, 0000.0000,006887,200,"Hyperinsulinemic hypoglycemia, familial, 3"
Cyclocort Lot 0.1%,P, 0000.4347,005208,200,Hand Injuries
Neo-Bex Forte Vit B+C Tab,O, 0000.0000,004735,200,"Kidney Diseases, Cystic"
Vit C Tab 500mg,O, 0000.0000,003537,200,"Neoplasms, Fibrous Tissue"
Mangadyn,O, 0000.0000,004805,200,IMMUNODEFICIENCY 21
Pamprin,O, 0000.0000,003971,200,"Faciocardiomelic Dysplasia, Lethal"
Cruex Crm,O, 0000.0000,000000,200,Extravasation of Diagnostic and Therapeutic Materials
Maxeran 5mg Tab,P, 0000.0658,004657,200,Hand Injuries
Trihexyphen 5 Tab 5mg,P, 0000.0000,004901,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38"
1 Daily Tab,O, 0000.0000,000000,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
Avant Garde Hydrogen Peroxide 10 Vol 3%,O, 0000.0000,000000,200,"Hemophagocytic lymphohistiocytosis, familial, 2"
Orap Tab 10mg,P, 0000.0000,004570,200,"Milia, Multiple Eruptive"
Tantum Oral Rinse 0.15%,P, 0000.0661,000000,200,Corneal Endothelial Cell Loss
Seabreeze Ext Strength Antisept Cleanser,O, 0000.0000,005626,200,"Niemann-Pick Disease, Type B"
Pms Thioridazine Tab 50mg,P, 0000.0000,003550,200,Fatigue
Pms-Theophylline Elixir,P, 0000.0000,003550,200,Naegeli syndrome
Histantil Tab 25mg,O, 0000.0000,003550,200,"MYOPIA 19, AUTOSOMAL DOMINANT"
Histantil Tab 50mg,O, 0000.0000,003550,200,"Leukocyte Nuclear Appendages, Hereditary Prevalence of"
Celestone S Colloidal Eye Drops,P, 0000.0000,007016,200,Brachymesophalangy 2 and 5
Pilopine Hs 4%,P, 0000.0000,003594,200,Aminoacylase 1 deficiency
Fluor A Day Tab 2.21mg,O, 0000.0000,003550,200,"DEAFNESS, AUTOSOMAL DOMINANT 50"
Vitamin C Tab 250mg Chewable Orange Flav,O, 0000.0000,000000,200,"Kidney Diseases, Cystic"
Tinactin,O, 0000.0000,010774,200,Oculoauricular Syndrome
Tinactin Powder,O, 0000.0000,010774,200,Pointer syndrome
Tinactin Aerosol Powder,O, 0000.0000,010774,200,"DEAFNESS, AUTOSOMAL RECESSIVE 101"
Dolobid Tab 500mg,P, 0000.7722,000000,200,Anophthalmia plus syndrome
Anti Cough Syrup 15mg/5ml,O, 0000.0000,004065,200,Heart Aneurysm
Selenium Tab 50mcg,O, 0000.0000,000000,200,"AUTOIMMUNE INTERSTITIAL LUNG, JOINT, AND KIDNEY DISEASE"
Anucaine Hc Suppositories,O, 0000.0000,000000,200,Cerebral Small Vessel Diseases
Sertan Tab 125mg,P, 0000.0000,003550,200,Hoyeraal Hreidarsson syndrome
Multiple Trace Metal Additive Inj,O, 0000.0000,000000,200,"Rolandic Epilepsy, Mental Retardation, And Speech Dyspraxia, Autosomal Dominant"
Zinacef Inj 250mg/Vial,P, 0000.0000,004253,200,Idiopathic basal ganglia calcification 1
Zaditen,P, 0001.8625,014318,200,"Bulbo-Spinal Atrophy, X-Linked"
Tegrin Medicated Soap 2%,O, 0000.0000,000000,200,Distal Osteosclerosis
Pms-Levazine 3/15 Tab,P, 0000.0000,003550,200,Microcephaly nonsyndromal
Pdp-Isoniazid,P, 0000.0000,011656,200,Mucocutaneous Lymph Node Syndrome
Super C Complex Tab 500mg,O, 0000.0000,005594,200,Mucocutaneous Lymph Node Syndrome
Cod Liver Oil Cap 20 Minims,O, 0000.0000,000000,200,Hyaluronidase Deficiency
Stemetil 10 Inj 5mg/Ml,P, 0000.0000,000000,200,"Cystitis, Interstitial"
Diprosalic,P, 0000.5023,012250,200,"DEAFNESS, AUTOSOMAL DOMINANT 50"
Vibra-Tabs,P, 0000.6329,004908,200,"Chondrodysplasia, blomstrand type"
Sarna Hc,P, 0000.0000,009985,200,"Cardiomyopathy, Dilated, 1C"
Lachydrin Lot 12%,O, 0000.0000,000000,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
E-400 Cap 400unit,O, 0000.0000,005594,200,"Rhinitis, Allergic, Perennial"
Peroxide D'Hydrogene Solution 3%,O, 0000.0000,003659,200,Pancreatoblastoma
Asasantine Cap,P, 0000.0000,003617,200,Chondroblastoma
Cortifoam,P, 0000.0000,008481,200,Ependymoma
Desyrel Tab 50mg,P, 0000.0598,003798,200,Chromosome 15q26-Qter Deletion Syndrome
Desyrel Tab 100mg,P, 0000.1068,003798,200,"Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa"
Triphasil 21 Tab,P, 0000.0000,000000,200,Acute Disease
Tears Plus 1.4%,O, 0000.0000,003574,200,"Nose Deformities, Acquired"
Vita-Plex Junior,O, 0000.0000,005164,200,"Mental Retardation, X-Linked 84"
Doak Oil,O, 0000.0000,009985,200,Neoplasm Micrometastasis
Nicorette Gum 2mg,O, 0000.0000,004657,200,Kleefstra Syndrome
Coricidin D Tab,O, 0000.0000,007016,200,"GLAUCOMA 3, PRIMARY CONGENITAL, E"
Pyridoxine Hcl Tab 100mg,O, 0000.0000,000000,200,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
Chewable Vitamin Tab For Children,O, 0000.0000,000000,200,Hypertrichosis congenital generalized X-linked
Tetracycline,P, 0000.0000,014412,200,Elejalde Disease
Chlorpromanyl 20 Syr,P, 0000.0000,003633,200,Nablus mask-like facial syndrome
Hep Rinse Inj 100unit/Ml,O, 0000.0000,000000,200,"PROTHROMBIN DEFICIENCY, CONGENITAL"
Efa Emerjel Plus Sus,O, 0000.0000,004934,200,Frias syndrome
Emercreme No4 Ont Efa,O, 0000.0000,004934,200,Adrenoleukodystrophy
Amsa Pd Inj 50mg/Ml,P, 0000.0000,009484,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38"
Pms-Propranolol Tablets 80mg,P, 0000.0000,003550,200,"Neutropenia, severe chronic"
Dalacin T 1%,P, 0000.0000,004908,200,Mediastinitis
Isoprinosine Tab 500mg,P, 0000.0000,004827,200,Factor VII Deficiency
Accutane Roche,P, 0001.0058,004328,200,"Hypoglycemia, Neonatal, Simulating Foetopathia Diabetica"
Lax Aid Tab,O, 0000.0000,000000,200,Ocular Myopathy with Curare Sensitivity
Moditen Hcl Tab 10mg,P, 0000.0000,005180,200,"Epiphyseal Dysplasia, Baumann Type"
Didronel Tab 200mg,P, 0000.0000,000000,200,Acanthamoeba Keratitis
Ferrous Gluconate Tab 324mg,O, 0000.0000,008541,200,Pulmonary Eosinophilia
Asa Suppositories 650mg,O, 0000.0000,003550,200,Frailty
Pms-Bisacodyl,O, 0000.0000,003550,200,"DEAFNESS, AUTOSOMAL RECESSIVE 101"
Antiseptic Lotion Hand Soap 0.5%,O, 0000.0000,000000,200,Rectocele
Pro Bilax Tab,O, 0000.0000,004687,200,"Acrofacial dysostosis, Nager type"
Extra Strength Nytol Tab 50mg,O, 0000.0000,007165,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
Pediazole,P, 0000.0000,013965,200,Hyperhidrosis
Vitamine B12 Tab 500mcg,O, 0000.0000,000000,200,Hamano Tsukamoto syndrome
Ees 600 Tablets 600mg,P, 0000.3921,013965,200,Hypovolemia
Pms-Promethazine Syr 10mg/5ml,O, 0000.0000,003550,200,Miles-Carpenter x-linked mental retardation syndrome
Oro Na F 0.2% Once A Week,O, 0000.0000,004231,200,"DEAFNESS, AUTOSOMAL DOMINANT 50"
Antiphlogistine Rub A 535 Extra Strength,O, 0000.0000,000000,200,"Neutropenia, severe chronic"
Apo Cimetidine Tab 200mg,P, 0000.0000,003636,200,Agenesis of Corpus Callosum
Norpace Cr Tab 150mg,P, 0000.0000,000000,200,Hyaline Membrane Disease
Peptol Tab 600mg,P, 0000.3677,007012,200,Iatrogenic Disease
Pms-Metronidazole 250mg/Tab,P, 0000.0000,003550,200,Leukostasis
Dimegan Inj 10mg/Ml,O, 0000.0000,000000,200,Cerebral Small Vessel Diseases
Thyrolar 1/2 Tab,P, 0000.0000,000000,200,Foot Deformities
Calcimar Solution Inj 200unit/Ml,P, 0000.0000,000000,200,Major Affective Disorder 2
Acthar Pwr Inj 40unit/Vial,O, 0000.0000,000000,200,Foot Deformities
Acthar Gel Hp 40unit/Ml,O, 0000.0000,000000,200,"Adenocarcinoma, Clear Cell"
Bacitin,O, 0000.0000,011656,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3"
Duraflor 50mg/Ml,O, 0000.0000,003550,200,Pelvic Organ Prolapse
Depo-Provera Sterile Aqueous Suspension 150 Mg/Ml,P, 0000.0000,004908,200,"ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 8"
Apo Ibuprofen Tab 600mg,P, 0000.0000,003636,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
Lidocaine Hcl 0.4% And 5% Dextrose Inj,O, 0000.0000,000000,200,"Amyloidosis, Cerebroarterial, App-Related"
Coumadin Tab 5mg,P, 0000.0000,000000,200,Aase Smith syndrome 2
Coumadin Tab 2mg,P, 0000.0891,000000,200,Corneal Endothelial Cell Loss
Vitamin C Timed Release Tab 500mg,O, 0000.0000,000000,200,Cleft palate X-linked
Magnesium Tab 50mg,O, 0000.0000,004403,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis
Pms-Dimenhydrinate Tab 50mg,O, 0000.0000,003550,200,Out-of-Hospital Cardiac Arrest
Zinc Chelate Tab 10mg,O, 0000.0000,000000,200,Alcohol Withdrawal Seizures
Triphasil 28 Tab,P, 0000.0000,000000,200,Flatulence
Fucidin Cream 2%,P, 0000.0000,004489,200,"Deafness, Autosomal Dominant 13"
Fucidin Ointment 2%,P, 0000.0000,004489,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3"
Garasone Ophthalmic Ointment,P, 0000.0000,012250,200,Acute Pain
Vege 1 Daily Tab,O, 0000.0000,011592,200,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38"
Pms-Conjugated Estrogens C.S.D.,P, 0000.0000,003550,200,Hyperhidrosis
Pdp-Procyclidine,P, 0000.0000,011656,200,Lujan Fryns syndrome
Vegaplex,O, 0000.0000,004403,200,"Hypoglycemia, Neonatal, Simulating Foetopathia Diabetica"
Apo Haloperidol Liq 2mg/Ml,P, 0000.0000,003636,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Cytadren Tab 250mg,P, 0000.0000,007277,200,Brachymesophalangy 2 and 5
Cardizem Tab 30mg,P, 0000.2015,004657,200,Histrionic Personality Disorder
Cardizem Tab 60mg,P, 0000.3535,004657,200,Macrophage Activation Syndrome
Nerisone Oily Cream,P, 0000.0000,009985,200,Bladder Exstrophy and Epispadias Complex
Nerisone Cream,P, 0000.0000,009985,200,Cakut
Nerisone Ointment,P, 0000.0000,009985,200,"Heavy Metal Poisoning, Nervous System"
Modulon Inj 50mg/5ml,P, 0000.0000,003741,200,Potter Type III Polycystic Kidney Disease
Stieva-A Gel,P, 0000.0000,009985,200,"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME"
Neo-Bex,O, 0000.0000,004735,200,Major Affective Disorder 2
Pyridoxal 5 Phosphate Cap 50mg,O, 0000.0000,004435,200,"Hyperinsulinemic hypoglycemia, familial, 3"
Arrid Extra Dry Solid Baby Fresh 2 Stk 30%,O, 0000.0000,000000,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
Arrid Xx Extra Dry 5%,O, 0000.0000,000000,200,"Hexosaminidase A Deficiency, Adult Type"
Bronalide Inhal System 250 Mcg/Aem,P, 0000.0000,000000,200,Anaplasmataceae Infections
Symmetrel Cap 100mg,P, 0000.5929,000000,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
Narcan Inj 0.4mg/Ml,P, 0000.0000,000000,200,Kleefstra Syndrome
Rynofen-Ped,O, 0000.0000,000000,200,Brachymesophalangy 2 and 5
Canthacur-Ps,P, 0000.0000,008481,200,"Rhinitis, Allergic, Perennial"
Bain De Soleil Avec Filtre,O, 0000.0000,000000,200,Radius absent anogenital anomalies
Surgam Tab 200mg,P, 0000.0000,000000,200,Radiation Injuries
Oxtriphylline Tab 300mg,P, 0000.0000,004901,200,Radius absent anogenital anomalies
Bac Hand One Step Germicidal Hand Soap,O, 0000.0000,004044,200,Gastrointestinal Diseases
Palafer Pediatric Drops 60mg/Ml,O, 0000.0000,000000,200,"Bulbo-Spinal Atrophy, X-Linked"
Westcort Ointment 0.2%,P, 0000.0000,000000,200,Fused Kidney
Lopresor Inj 1.0mg/Ml,P, 0000.0000,007277,200,"Cystitis, Interstitial"
Voltaren Sr Tab 100mg,P, 0000.4372,007277,200,"Krabbe Disease, Atypical, due to Saposin A Deficiency"
Seldane Tab 60mg,O, 0000.0000,004657,200,Pelvic Organ Prolapse
Zovirax Cap 200mg,P, 0000.0000,000000,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism
Calmylin No. 1 Syr 15mg/5ml,O, 0000.0000,003633,200,Psoriasis
Bioprep,O, 0000.0000,003684,200,Chromosome 18 Pericentric Inversion
Hermes 11 Tea,O, 0000.0000,000000,200,Classical Lissencephalies and Subcortical Band Heterotopias
Dandruff Control Crm Rinse Conditioner 1%,O, 0000.0000,005109,200,Navajo neurohepatopathy
Complexe B Compose 50,P, 0000.0000,003806,200,"Gingivitis, Necrotizing Ulcerative"
Suntan Encourager Spf 4,O, 0000.0000,003916,200,Brain Diseases
Ak-1 1%,O, 0000.0000,000000,200,"Conjunctivitis, Viral"
Phyllocontin-350 Tablets,O, 0000.0000,000000,200,Anaplasmataceae Infections
Dopamine Hcl Sterile Pws Inj 400mg/Bottl,P, 0000.0000,000000,200,Deafness conductive ptosis skeletal anomalies
Corzide Tab W Nadolol 80mg,P, 0000.0000,005180,200,Aminoacylase 1 deficiency
Corzide Tab W Nadolol 40mg,P, 0000.0000,005180,200,Cakut
Froben Tab 50mg,P, 0000.0000,004827,200,"Hemangiomatosis, Disseminated"
Best Vitamins And Minerals,O, 0000.0000,005450,200,C1q DEFICIENCY
B-Complex Tablets,O, 0000.0000,005109,200,Chromosome 18 Pericentric Inversion
Acta Cherry Throat Soothers 0.2%,O, 0000.0000,000000,200,Leiomyoma
Aldactazide 50,P, 0000.2986,004908,200,Holoprosencephaly 6
Indocid Sterile Oph Susp 1%,P, 0000.0000,000000,200,"Dysfibrinogenemia, Congenital"
Versel Lotion 2.5%,O, 0000.0000,011211,200,"Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism"
Atasol Liq 80mg/5ml,O, 0000.0000,000000,200,Foot Deformities
Stressgard Plus Tab,O, 0000.0000,000000,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis
Hawaiian Tropic Lip Balm W Sunscreen,O, 0000.0000,005274,200,Feline Infectious Peritonitis
Emo Cort Cream 2.5%,P, 0000.0000,009985,200,Acute Pain
Emo Cort Lotion 2.5%,P, 0000.0000,009985,200,Megalencephaly with Dysmyelination
Zinc Undecylenate,O, 0000.0000,000000,200,"Rhinitis, Allergic, Perennial"
Stress-C-600 Plus Vit E,O, 0000.0000,004287,200,"Deafness, Autosomal Recessive 68"
Coppertone 2 Lite Formula Oil 4%,O, 0000.0000,000000,200,Kallmann Syndrome 2 with Bimanual Synkinesia
Rugger Roll On Antipersp 17.5%,O, 0000.0000,003685,200,Holoprosencephaly 6
Epival,P, 0000.0782,016524,200,Pulmonary Eosinophilia
Cimetidine 200 Tab 200mg,P, 0000.0000,004901,200,BRANCHED-CHAIN KETO ACID DEHYDROGENASE KINASE DEFICIENCY
Mineral Oil Heavy 100%,O, 0000.0000,000000,200,"Chromosome 1, monosomy 1q4"
Davinci Selenium Tab 50mcg,O, 0000.0000,004215,200,"Rhinitis, Atrophic"
Arrid Extra Dry Crm Baby Fresh Scent,O, 0000.0000,000000,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Apo Prednisone Tab 1mg Usp,P, 0000.0000,003636,200,C9 Deficiency
Podofilm Liq 250mg/Ml,P, 0000.0000,008481,200,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
Vitamin C Tab 1000mg Chewable,O, 0000.0000,003537,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor
Pms-Sulfasalazine 500mg/Tab Usp,P, 0000.0000,003550,200,"Diaphragm, Complete Agenesis Of"
Pms-Sulfasalazine-E.C. Tab 500mg,P, 0000.0000,003550,200,Maxillary Fractures
Jay Max 500,O, 0000.0000,004403,200,Foreign Bodies
Potassium Tab 50mg,O, 0000.0000,005164,200,Glut1 Deficiency Syndrome
Tiamol Cream 0.05%,P, 0000.0000,011314,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Tonocard Tab 400 Mg,P, 0000.0000,009307,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38"
Tonocard Tab 600mg,P, 0000.0000,000000,200,MENTAL HEALTH WELLNESS 2
Lopid Cap 300mg,P, 0000.1391,004908,200,Aase Smith syndrome 2
Haldol La Inj 50mg/Ml,P, 0013.1155,007259,200,Leukostasis
Haldol La Inj 100mg/Ml,P, 0026.2225,007259,200,Branchio-Oto-Renal Syndrome
Mucillium,O, 0000.0000,003550,200,"FEBRILE SEIZURES, FAMILIAL, 11"
Mexitil Cap 100mg,P, 0001.5947,003617,200,Obsessive-Compulsive Disorder
Mexitil Cap 200mg,P, 0002.1572,003617,200,Choroid plexus calcification with mental retardation
Slo-Bid Timed Release Capsules 100mg,P, 0000.1404,000000,200,Posterior column ataxia
Slo-Bid Timed Release Capsules 200mg,P, 0000.1458,000000,200,Ocular Myopathy with Curare Sensitivity
Apo Cimetidine Tab 400mg,P, 0000.0000,003636,200,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy"
Apo Cimetidine Tab 600mg,P, 0000.0000,003636,200,Frias syndrome
Skin Glow Antiseptic 60%,O, 0000.0000,000000,200,"Adrenal Hyperplasia, Congenital"
Soothease Cherry Throat Drops 0.215%,O, 0000.0000,000000,200,Gastrointestinal Diseases
Ansaid Tablets 100 Mg,P, 0000.3282,004908,200,Ocular Myopathy with Curare Sensitivity
Trandate Inj 5mg/Ml,P, 0000.0000,000000,200,Hashimoto-Pritzker syndrome
Vitamin C 50 Cap 50mg,O, 0000.0000,000000,200,Beta-Ureidopropionase Deficiency
E 400 Plus Selenium Caps,O, 0000.0000,004188,200,Megalencephaly with Dysmyelination
Diurtab,O, 0000.0000,000000,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
Cal Mag Plus Vit D Balanced Ratio Tab,O, 0000.0000,004992,200,HYPERGLYCINURIA
Diazemuls Eml 5mg/Ml Inj,P, 0003.0834,000000,200,"DEAFNESS, AUTOSOMAL RECESSIVE 101"
Ventolin Im Inj 0.5mg/Ml,P, 0000.0000,000000,200,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA
Ventolin I V Bolus Inj .05mg/Ml,P, 0000.0000,000000,200,Foot Deformities
Ventolin Iv Infusion 0.5mg/Ml,P, 0000.0000,000000,200,"Hyperinsulinemic Hypoglycemia, Familial, 4"
Ortho 7/7/7 Tablets (21 Day),P, 0000.0000,007259,200,Nablus mask-like facial syndrome
Ortho 7/7/7 Tablets (28 Day),P, 0000.0000,007259,200,Foreign Bodies
Niacin-100 Tab 100mg,O, 0000.0000,004901,200,"Diabetes Mellitus, Insulin-Dependent, 22"
Apo Tetra Tabs 250mg,P, 0000.0000,003636,200,Osteosclerosis
Apo Ampi Capsules 500mg,P, 0000.0000,003636,200,"NAIL DISORDER, NONSYNDROMIC CONGENITAL, 10"
Robaxacet,O, 0000.0000,000000,200,Retrognathia
Sedatif Tiber,O, 0000.0000,000000,200,"Esophageal Spasm, Diffuse"
Trandate Tab 200mg,P, 0000.0000,000000,200,"Lp(A) Deficiency, Congenital"
Madecassol 10mg,P, 0000.0000,000000,200,Carotid Artery Injuries
Rythmol,P, 0000.3202,016524,200,Gonorrhea
Emex Tab 10mg,P, 0000.0687,000000,200,"Diaphragm, Complete Agenesis Of"
Zantac,P, 0000.0000,009985,200,Absent radii and thrombocytopenia
Buspar Tab 10mg,P, 0000.3798,003798,200,"Lp(A) Deficiency, Congenital"
Super Milk Digestant,O, 0000.0000,000000,200,Chills
Combantrin Oral Susp 144mg/Ml,O, 0000.0000,000000,200,"Mental Retardation, X-Linked 52"
Combantrin Tab 360mg,O, 0000.0000,000000,200,Autolysis
Konsyl Pwr 1000mg/Gm,O, 0000.0000,000000,200,"Cerebral palsy, spastic, diplegic"
Asbron Elixir,P, 0000.0000,000000,200,Balkan Nephropathy
Asbron Tab,P, 0000.0000,000000,200,Mastoiditis
Lady Speed Stk Antipersp Scent 22%,O, 0000.0000,000000,200,Acanthamoeba Keratitis
Vitaplex,O, 0000.0000,005164,200,Ependymoma
Extra Strength Acetaminophen Tablets 500 Mg,O, 0000.0000,008541,200,Anaplasmataceae Infections
Novo-Rythro Ethylsuccinate Pws,P, 0000.0000,004773,200,"Hyperinsulinemic Hypoglycemia, Familial, 4"
Paba Tan Sunscreen Moisturizing Lotion Spf 4,O, 0000.0000,003691,200,Cone-Rod Dystrophy 12
Alti-Ibuprofen Tab 600mg,P, 0000.0000,006172,200,"DEAFNESS, AUTOSOMAL RECESSIVE 84A"
Hi Potency B Compound,O, 0000.0000,000000,200,Otosclerosis 7
Potassium Gluconate Tab 495mg,O, 0000.0000,000000,200,Gout
Pacquin Intensive Therapy Dry Skin Lot 10%,O, 0000.0000,000000,200,"Nephropathy, Progressive Tubulointerstitial, with Cholestatic Liver Disease"
Eryc Delayed-Release Capsules,P, 0000.0000,004908,200,"BLEEDING DISORDER, PLATELET-TYPE, 15"
Calcium Vitamin C-A And D2,O, 0000.0000,000000,200,MENTAL HEALTH WELLNESS 2
Prednisone 50 Tab 50mg,P, 0000.0000,004901,200,Cataract congenital Volkmann type
Ratio-Hemcort-Hc,P, 0000.0000,014318,200,Leukemia L5178
Bronztan Paba Sunscreen 6 Lot 4%,O, 0000.0000,005386,200,Ataxia-Microcephaly-Cataract Syndrome
Bactine First Aid Spray Liq,O, 0000.0000,000000,200,Foreign Bodies
Gardox Cap 200unit,O, 0000.0000,005345,200,"Conjunctivitis, Viral"
Polyner Liq,O, 0000.0000,005345,200,Major Affective Disorder 2
Potassium Acetate Inj 19.6%,O, 0000.0000,000000,200,Methylenetetrahydrofolate reductase deficiency
Potassium Phosphates Inj,O, 0000.0000,000000,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Chewable Vitamin C 500mg Tab,O, 0000.0000,004287,200,Cerebral Small Vessel Diseases
Lansoyl Gel 78%,O, 0000.0000,008804,200,Romano-Ward Syndrome
Nitrol Ont 2%,O, 0000.0000,000000,200,"Deafness, Autosomal Dominant 13"
Gastrozepin Tab 50mg,P, 0000.0000,003617,200,Acute Disease
Somophyllin 12 Src 200mg,P, 0000.1458,000000,200,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 4"
