drugName,drugPrescStat,price,manufNo,maxDosage,disease,quantity
Nix Creme Rinse,O, 0000.0000,011220,200,Cardiac Lipidosis  Familial,2000
Apo Diltiaz Tab 30mg,P, 0000.0000,003636,200,Chronic Kidney Disease-Mineral and Bone Disorder,2000
Apo Diltiaz Tab 60mg,P, 0000.0000,003636,200,CONGENITAL DISORDER OF GLYCOSYLATION  TYPE Iy,2000
Cantharone Plus,P, 0000.0000,004056,200,Myoclonus  Cerebellar Ataxia  and Deafness,2000
Balsulph Oph Liq 10.0%,P, 0000.0000,003807,200,Amaurosis hypertrichosis,2000
Pilostat Oph Sol 4.0%,P, 0000.3146,003807,200,Legg-Calve-Perthes Disease,2000
Pilostat Oph Sol 2.0%,P, 0000.0000,003807,200,Arrhythmogenic Right Ventricular Dysplasia  Familial  3,2000
Pilostat Oph Sol 1.0%,P, 0000.2405,003807,200,DEAFNESS  AUTOSOMAL RECESSIVE 61,2000
Gentrasul Liq 3mg/Ml,P, 0000.0000,003807,200,McKusick Kaufman syndrome,2000
Spectro Tar Antiseptic Shampoo,O, 0000.0000,000000,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  2,2000
Tegretol Cr Tab 200mg,P, 0000.1004,007277,200,EXOSTOSES  MULTIPLE  TYPE I,2000
Apo-Atenol Tab 50mg,P, 0000.0000,003636,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor,2000
Apo-Atenol Tab 100mg,P, 0000.0000,003636,200,Frias syndrome,2000
Mega Once A Day Multiple Vitamins,O, 0000.0000,004992,200,Hereditary Diffuse Leukoencephalopathy with Spheroids,2000
1115 Acetate Concentrate,O, 0000.0000,000000,200,Deafness  Autosomal Dominant 13,2000
3166 Acid Concentrate,O, 0000.0000,000000,200,Oculoauricular Syndrome,2000
Chlorpromanyl 5 Syrup 5mg/Ml,P, 0000.0000,003633,200,Hemophagocytic lymphohistiocytosis  familial  2,2000
Restorin,O, 0000.0000,003750,200,Hereditary vertical nystagmus,2000
Acetate Concentrate 1168 Liq,O, 0000.0000,000000,200,Romano-Ward Syndrome,2000
2104 Acid Concentrate,O, 0000.0000,000000,200,Acanthamoeba Keratitis,2000
Acid Concentrate 2118 Liq,O, 0000.0000,000000,200,BLEEDING DISORDER  PLATELET-TYPE  15,2000
Formule 575 Liq 400mg,O, 0000.0000,003619,200,Amaurosis hypertrichosis,2000
Evening Primrose Oil W Vit E Cap,O, 0000.0000,000000,200,IMMUNODEFICIENCY 21,2000
Hospal Dialysate For C.A.V.H.D.,O, 0000.0000,000000,200,Cardiomyopathy  Familial Hypertrophic  10,2000
Norpramin Tab 10mg,P, 0000.4190,000000,200,Out-of-Hospital Cardiac Arrest,2000
3175 Acid Concentrate,O, 0000.0000,000000,200,Parkinsonism-Dystonia  Infantile,2000
Pms-Gentamicin Sulfate Oph Dps 0.3%,P, 0000.0000,003550,200,Chromosome 18 Pericentric Inversion,2000
Sunburn Spray,O, 0000.0000,004769,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
Degree Aerosol Antiperspirant 10%,O, 0000.0000,000000,200,Hereditary vertical nystagmus,2000
Aquasol A Parenteral Inj 50000unit,O, 0000.0000,000000,200,Digestive System Abnormalities,2000
Axid,P, 0000.0000,011656,200,Adrenal Hyperplasia  Congenital,2000
Desferal Pws Inj 2gm/Vial,P, 0020.3148,000000,200,Niemann-Pick Disease  Type B,2000
Ocutears Drops,O, 0000.0000,000000,200,OPTIC ATROPHY 2,2000
M-Cel-4 Oph Liq 1% Usp,O, 0000.0000,000000,200,Hyperinsulinemic Hypoglycemia  Familial  4,2000
Slo-Bid Timed Release Capsules 50mg,P, 0000.0000,000000,200,Rectocele,2000
Tobradex,P, 0000.0000,007277,200,Inflammatory Bowel Disease 8,2000
Chocolate Laxative Tab 95mg,O, 0000.0000,004363,200,Foreign Bodies,2000
Docusate Sodium Syrup 4mg/Ml,O, 0000.0000,005241,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  38,2000
Bacti-Stat 0.3%,O, 0000.0000,004114,200,Psoriasis,2000
Vaporisateur Medicamente Aero,O, 0000.0000,004687,200,Hearing Loss  Unilateral,2000
Betagel 0.1%,P, 0000.0000,000000,200,Congenital Lipomatous Overgrowth  Vascular Malformations  and Epidermal Nevi,2000
Actrol Dandruff Shampoo 1.2%,O, 0000.0000,000000,200,Mandibulofacial dysostosis  Treacher Collins type  autosomal recessive,2000
Phenytoin Sodium Injection Usp,P, 0000.0000,012027,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia,2000
Vitamin E Injection 50unit/Ml,O, 0000.0000,004448,200,Bronchial Diseases,2000
Trisyn,O, 0000.0000,003695,200,Adrenoleukodystrophy,2000
Vehicle-Hc Mild Lotion 0.5%,O, 0000.0000,000000,200,Epiphyseal Dysplasia  Baumann Type,2000
Stress C-600 + Zinc W Vit E+Copper Tab,O, 0000.0000,004287,200,Rhinitis  Atrophic,2000
Vitamin K1 Inj 1mg/0.5ml Usp,P, 0000.0000,012027,200,Frias syndrome,2000
Calcium Syrup 110mg/5ml,O, 0000.0000,000000,200,Foot Deformities,2000
Multi Vitamin Tab,O, 0000.0000,008541,200,Bothnia Retinal Dystrophy,2000
Volmax Tablet Srt 4mg,P, 0000.0000,004253,200,Holoprosencephaly 6,2000
Volmax Tablet Srt 8mg,P, 0000.0000,004253,200,Pointer syndrome,2000
Zantac Oral Solution 15mg/Ml,P, 0000.1598,004253,200,Nablus mask-like facial syndrome,2000
Min-Ovral 21 Tab,P, 0000.3744,000000,200,Diaphragm  Complete Agenesis Of,2000
Min-Ovral 28 Tab,P, 0000.2808,000000,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 51,2000
Voltaren Sr 75 Tab,P, 0000.2506,007277,200,Otorhinolaryngologic Diseases,2000
Nadolol,P, 0000.0000,014412,200,Nidovirales Infections,2000
Apo-Verap Tab 80mg,P, 0000.0000,003636,200,Dystonia 16,2000
Apo-Verap Tablet 120mg,P, 0000.0000,003636,200,Mucocutaneous Lymph Node Syndrome,2000
Claritin,O, 0000.0000,010774,200,Chromosome 2  monosomy 2pter p24,2000
Teva-Carbamazepine,P, 0000.0000,014318,200,Ramon Syndrome,2000
Fluorinse 0.05%,O, 0000.0000,004848,200,Calabro syndrome,2000
Pms-Metronidazole,P, 0000.0000,003550,200,Neoplasm Micrometastasis,2000
D Pantothenic Acid Tab 250mg,O, 0000.0000,004227,200,Neoplasms  Fibrous Tissue,2000
Gravol Kids Comfort Shaped Suppositories,O, 0000.0000,003893,200,Chondrodysplasia  blomstrand type,2000
Pms-Dexamethasone Sod Phosphate Inj 10mg/Ml,P, 0000.0000,003550,200,LUNG DISEASE  IMMUNODEFICIENCY  AND CHROMOSOME BREAKAGE SYNDROME,2000
Vita 3b + C,O, 0000.0000,005034,200,Hamano Tsukamoto syndrome,2000
Cefizox Inj Pws 1gm/Vial,P, 0000.0000,000000,200,Inflammatory Bowel Disease 8,2000
Cefizox Inj Pws 2gm/Vial,P, 0000.0000,000000,200,Acute Pain,2000
Isotrex Gel 0.05%,P, 0000.0000,005208,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Apo-Amilzide Tab,P, 0000.0000,003636,200,Chronic recurrent multifocal osteomyelitis,2000
Novo-Dipiradol Tab 75mg,P, 0000.0000,004773,200,Leiomyoma,2000
Salofalk Sup 250mg,P, 0000.0000,000000,200,Glycogen Storage Disease  Type IXD,2000
Dia Cal Cap 500mg,O, 0000.0000,000000,200,Rectocele,2000
Tear Encore 80 Ophth Drops,O, 0000.0000,003590,200,Gonorrhea,2000
Triptone Caplet 50mg,O, 0000.0000,003945,200,Pointer syndrome,2000
Asa Suppositories 150mg,O, 0000.0000,003550,200,Neoplasms  Fibrous Tissue,2000
Hot Lemon Relief Pwr,O, 0000.0000,003555,200,Epiphyseal Dysplasia  Baumann Type,2000
Formula Sf-710,O, 0000.0000,005287,200,Ocular Myopathy with Curare Sensitivity,2000
Bricanyl Turbuhaler,P, 0000.0000,009307,200,Inappropriate ADH Syndrome,2000
Sea Breeze Antiseptic Skin Cleanser Orig Form,O, 0000.0000,005626,200,Acute Disease,2000
Mineral Oil Liq 100% Usp,O, 0000.0000,000000,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,2000
Mega Stress Vite W Vit E Cal Mag And Z2nc Tab,O, 0000.0000,000000,200,Chromosome 15q26-Qter Deletion Syndrome,2000
Paramettes 50 + Complete Tab,O, 0000.0000,003691,200,Leber Congenital Amaurosis 4,2000
Vita Stress 500 Tab,O, 0000.0000,000000,200,Drachtman Weinblatt Sitarz syndrome,2000
M.T.E.-4 Concentrated Inj,O, 0000.0000,000000,200,Hyaline Membrane Disease,2000
Vancocin,P, 0000.0000,014991,200,Inflammatory Bowel Disease 8,2000
Paraplatin-Aq Inj 10mg/Ml,P, 0000.0000,003798,200,Osteosclerosis,2000
Athletes Foot Gel 1%,O, 0000.0000,000000,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Ophtagram Liquid 3mg/Ml,P, 0000.0000,003988,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor,2000
Pancrease Mt 16,P, 0000.0000,007259,200,Amaurosis hypertrichosis,2000
Pancrease Mt 10,P, 0000.0000,007259,200,Nidovirales Infections,2000
Pancrease Mt 4,P, 0000.0000,007259,200,Branchio-Oto-Renal Syndrome,2000
Dextrose 70% Inj 70gm/100ml Usp,O, 0000.0000,000000,200,CARDIOMYOPATHY  DILATED  1KK,2000
Sandoz Prochlorperazine,P, 0000.0000,012027,200,Discrete Subaortic Stenosis,2000
Chelated Chromium Tab 200mcg,O, 0000.0000,000000,200,Chromosome 1q  duplication 1q12 q21,2000
Benylin Decongestant Cap 60mg,O, 0000.0000,000000,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  38,2000
Ketoprofen,P, 0000.0000,014412,200,Major Affective Disorder 2,2000
Ketoprofen-E,P, 0000.0000,014412,200,Amaurosis hypertrichosis,2000
Bronalide Inhal 250mcg/Aem,P, 0000.0000,003617,200,Basaloid Follicular Hamartoma Syndrome  Generalized  Autosomal Dominant,2000
Neo Citran,O, 0000.0000,000000,200,MYOPIA 19  AUTOSOMAL DOMINANT,2000
Gentrasul Oph Ointment 3mg/Gm,P, 0000.0000,003807,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,2000
Balsulph Oph Ont 10.0%,P, 0000.0000,003807,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Eldepryl Tab 5mg,P, 0000.5423,000000,200,Pectus Excavatum  Macrocephaly  Short Stature  Dysplastic Nails,2000
Papaya Vites Tab,O, 0000.0000,000000,200,Retrognathia,2000
Cardene Cap 20mg,P, 0000.0000,000000,200,Bronchomalacia,2000
Cardene Cap 30mg,P, 0000.0000,000000,200,Major Affective Disorder 2,2000
Mecillin-200 Tablet 185mg,P, 0000.0000,004570,200,Branchio-Oto-Renal Syndrome,2000
Kwan Loong Oil,O, 0000.0000,009348,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 51,2000
D13021,O, 0000.0000,000000,200,DIAMOND-BLACKFAN ANEMIA 13,2000
Pms-Chloral Hydrate Syrup 100mg/Ml,P, 0000.0000,003550,200,Hypovolemia,2000
Pms-Nystatin Suspension 100000 Unit/Ml,P, 0000.0000,003550,200,Hyperkeratosis  Epidermolytic,2000
Pdp-Acetaminophen Solution 160mg/5ml,O, 0000.0000,011656,200,MENTAL RETARDATION  AUTOSOMAL DOMINANT 32,2000
Pms-Diphenhydramine Elixir 2.5mg/Ml,O, 0000.0000,003550,200,Carotid Artery Injuries,2000
Pdp-Acetaminophen Solution 80mg/5ml,O, 0000.0000,011656,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
D12063,O, 0000.0000,000000,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  24,2000
Tame Dandruff Control Shampoo 3%,O, 0000.0000,004258,200,Blue diaper syndrome,2000
Lofthouse Origin Ext-Strong Fisherman Friend,O, 0000.0000,004495,200,Maxillary Sinusitis,2000
Ora-Septic Cerises Loz 1.5mg,O, 0000.0000,004897,200,Amyloidosis  Cerebroarterial  App-Related,2000
Vitamin E Ointment 50unit/Gm,O, 0000.0000,008541,200,Discrete Subaortic Stenosis,2000
Enteric Coated Asa Tablets 650mg,O, 0000.0000,008541,200,Colitis,2000
Docusate Sodium Capsule 100mg Usp,O, 0000.0000,008541,200,Chromosome 18 Pericentric Inversion,2000
Physiomenthol Gel 2%,O, 0000.0000,004310,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  38,2000
Slow-Fe Folic Tab,O, 0000.0000,007366,200,Male Infertility with Large-Headed  Multiflagellar  Polyploid Spermatozoa,2000
Yocon Tablet 5.4mg,P, 0000.5141,004947,200,Ovarian Cysts,2000
Mevacor,P, 0000.9704,012250,200,Esophageal and Gastric Varices,2000
Para Special Shampoo For Lice + Nits,O, 0000.0000,009099,200,Radiation Injuries,2000
Oxy Cover-Up Gel,O, 0000.0000,000000,200,Hashimoto-Pritzker syndrome,2000
Vicks Vitamin C Drops 25mg Orange Flavour,O, 0000.0000,004911,200,Cardiomyopathy  Dilated  1C,2000
Apo-Conest Tab 0.3mg,P, 0000.0000,003636,200,Esophageal Spasm  Diffuse,2000
D12154,O, 0000.0000,000000,200,Glycogen Storage Disease IC,2000
Potassium K-13,O, 0000.0000,000000,200,Cerebral palsy  spastic  diplegic,2000
Magnesium Mg-10,O, 0000.0000,000000,200,Fused Kidney,2000
Potassium K-14,O, 0000.0000,000000,200,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12,2000
Beta Carotene 25000unit W Vitamins C+E Tab,O, 0000.0000,004403,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor,2000
Dianeal Pd 103 Capd Solution W 2.5% Dextrose,O, 0000.0000,000000,200,Monieziasis,2000
Avon On Duty 24 Plus,O, 0000.0000,003685,200,Cataract  Congenital  Cerulean Type  3,2000
Crest Freshmint Gel Dentifrice Tpt 0.243%,O, 0000.0000,004911,200,GEMSS syndrome,2000
Dm Syrup,O, 0000.0000,014318,200,Acrokeratoderma  Hereditary Papulotranslucent,2000
Rhodialax Syrup 667mg/Ml,O, 0000.0157,005054,200,Retinitis Pigmentosa 6,2000
Aurum Muriaticum Tablets 6x,P, 0000.0000,000000,200,Chromosome 18 Pericentric Inversion,2000
Acid Concentrate 2128 Liq,O, 0000.0000,000000,200,Chromosome 1  monosomy 1q4,2000
Acid Concentrate 2119,O, 0000.0000,000000,200,Hypertrichosis congenital generalized X-linked,2000
Nutrol E-400 Plus Zinc Et Selenium Cap,O, 0000.0000,005042,200,IMMUNODEFICIENCY 21,2000
Modulon,P, 0000.5980,015086,200,Heavy Metal Poisoning  Nervous System,2000
Vancocin Inj 1gm/Vial Advantage,P, 0000.0000,007005,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME,2000
Vistacrom Eye Ointment 4%,P, 0000.0000,003574,200,Legg-Calve-Perthes Disease,2000
Hexifoam-Skin Disinfectant Aer 1%,O, 0000.0000,005170,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 38,2000
Allernix Elixir,O, 0000.0000,014318,200,Hereditary vertical nystagmus,2000
Vitamin K1 Inj 10mg/Ml Usp,P, 0000.0000,012027,200,Foot Deformities,2000
Childrens Acetaminophen Tab 80mg Fruit Flav,O, 0000.0000,000000,200,Adrenoleukodystrophy,2000
Long Acting Nasal Spray 0.05%,O, 0000.0000,000000,200,High serum cholesterol  familial,2000
Allergy Medicine Tab 25mg,O, 0000.0000,000000,200,Alagille Syndrome,2000
Prevex Hc Cream 1%,P, 0000.1068,009985,200,Digital Arthropathy-Brachydactyly  Familial,2000
Prevex B,P, 0000.1070,009985,200,Duodenal Diseases,2000
Chlorhexidine Liq 0.05%,O, 0000.0000,000000,200,Deafness  Sensorineural  with Hypertrophic Cardiomyopathy,2000
D12158 Liq Dis,O, 0000.0000,000000,200,Iatrogenic Disease,2000
Teva-Topisone,P, 0000.0000,014318,200,Arrhythmogenic Right Ventricular Dysplasia  Familial  3,2000
Ratio-Gentamicin,P, 0000.0000,010402,200,Cardiomyopathy  Dilated  1C,2000
Aveeno Cleansing Bar Acne Formula 2%,O, 0000.0000,004406,200,Noonan syndrome 3,2000
Pulmosirum Plus Expectorant,O, 0000.0000,004719,200,Encephalitis  Tick-Borne,2000
Tolnaftate 1% Anti-Fungal Cream,O, 0000.0000,000000,200,Ocular Myopathy with Curare Sensitivity,2000
Calax Cap 240mg,O, 0000.0000,004835,200,Leukocyte Nuclear Appendages  Hereditary Prevalence of,2000
Hi Potency Multi Tab,O, 0000.0000,004227,200,Myoclonic Cerebellar Dyssynergia,2000
Histenol Cold Tablets,O, 0000.0000,005474,200,Cerebral palsy  spastic  diplegic,2000
Congest Aid Tab 30mg,O, 0000.0000,005474,200,Parkinsonism-Dystonia  Infantile,2000
Bismuth Liq 17.6mg/Ml,O, 0000.0000,003633,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,2000
Clearasil Dual Text Pads Reg Strength 1.25%,O, 0000.0000,000000,200,PREIMPLANTATION EMBRYONIC LETHALITY 1,2000
Children'S Acetaminophen Chewable Tabs 160mg,O, 0000.0000,005088,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia,2000
Stanhexidine 0.5% Tinc,O, 0000.0000,005088,200,Connective Tissue Nevus,2000
Blephamide Opht Suspension,P, 0000.0000,003574,200,Hyper-IgM Immunodeficiency Syndrome  Type 1,2000
Sodium Acetate Inj 328mg/Ml,O, 0000.0000,000000,200,Acute Pain,2000
Teva-Diclofenac Ec,P, 0000.0000,014318,200,Mental Retardation  X-Linked 84,2000
Haloperidol Inj 5mg/Ml Usp,P, 0000.0000,012027,200,Neuropathy ataxia and retinitis pigmentosa,2000
Mylan-Glybe,P, 0000.0000,013930,200,Neoplasms  Fibrous Tissue,2000
Teva-Docusate Calcium,O, 0000.0000,014318,200,BLEEDING DISORDER  PLATELET-TYPE  9,2000
Zinaderm Crm,O, 0000.0000,003633,200,Epilepsy  Generalized,2000
Giorgio Bev Hills Vip Spec Res Antipsp Spr,O, 0000.0000,000000,200,DEAFNESS  AUTOSOMAL RECESSIVE 84A,2000
Hepalean-Lok Inj 10unit/Ml,O, 0000.0000,010100,200,Macrophage Activation Syndrome,2000
M.V.C. 9+3 Vitagard Inj,O, 0000.0000,000000,200,GEMSS syndrome,2000
Gentacidin Oph Soln 3mg/Ml,P, 0000.0000,003853,200,Dysfibrinogenemia  Congenital,2000
Tamone Tab 20mg,P, 0000.0000,000000,200,BERNARD-SOULIER SYNDROME  TYPE A2  AUTOSOMAL DOMINANT,2000
Bacitracin-Neomycin Polymyxin Ont,P, 0000.0000,000000,200,MICROPHTHALMIA  ISOLATED 6,2000
Pms-Lidocaine Viscous 2%,O, 0000.0000,003550,200,Chorea,2000
Atropine Sulfate Oph Ont 1%,P, 0000.0000,000000,200,Hypercapnia,2000
Bacitracin-Neomycin-Polymyxin Oph Ont,P, 0000.0000,000000,200,Idiopathic basal ganglia calcification 1,2000
Novo-Veramil,P, 0000.0000,014318,200,Kidney Diseases  Cystic,2000
Clotrimaderm Vag Cream 1%,O, 0000.0000,005241,200,Coronary Artery Disease  Autosomal Dominant  1,2000
Clotrimaderm Vag Cream 2%,O, 0000.0000,005241,200,Diabetic Cardiomyopathies,2000
Clotrimaderm Cream 1%,O, 0000.0000,005241,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 51,2000
Apo-Tamox Tab 10mg,P, 0000.0000,003636,200,Ectoparasitic Infestations,2000
Roferon A Soln Inj 6 Million,P, 0000.0000,004328,200,Elejalde Disease,2000
Plax Anti-Plaque Dental Rinse Mint Liq,O, 0000.0000,000000,200,Feline Infectious Peritonitis,2000
Milk Of Magnesia 8%,O, 0000.0000,000000,200,MICROCEPHALY  POSTNATAL PROGRESSIVE  WITH SEIZURES AND BRAIN ATROPHY,2000
Children'S Cold Syrup 30mg/5ml,O, 0000.0000,005240,200,DEVELOPMENTAL DYSPLASIA OF THE HIP 1,2000
Cytotec 100 Mcg,P, 0000.2847,004908,200,Neuromyelitis Optica,2000
Coptin 820/180 Tablet,O, 0000.0000,000000,200,Malignant fever,2000
Pulmicort Spacer Inh 200mcg/Aem,P, 0000.0000,000000,200,MENTAL HEALTH WELLNESS 2,2000
Beta Carotene Cap 10000unit,O, 0000.0000,004227,200,ICHTHYOSIS  CONGENITAL  AUTOSOMAL RECESSIVE 8,2000
Vitamine C 1000 Tab 1000mg,O, 0000.0000,004811,200,Chronic recurrent multifocal osteomyelitis,2000
Vita-Cal Plus Tablets,O, 0000.0000,005109,200,Conjunctivitis  Viral,2000
Pms-Prochlorperazine Tab 5mg,O, 0000.0000,003633,200,Alternating hemiplegia of childhood,2000
Wheat Bran Psyllium Capsule,O, 0000.0000,000000,200,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY,2000
Pms-Dextromethorphan Hydrobromide Syr 3mg/Ml,O, 0000.0000,003550,200,Nose Deformities  Acquired,2000
Vitamine C Cap 600mg,O, 0000.0000,006489,200,Retinoschisis  Autosomal Dominant,2000
D12136 Liq,O, 0000.0000,000000,200,Bronchomalacia,2000
D12151 Liq,O, 0000.0000,000000,200,Meacham Winn Culler syndrome,2000
Deter Anti-Perspirant/Deod Spray 9.9%,O, 0000.0000,000000,200,Alport syndrome  dominant type,2000
Doxycin Cap 100mg,P, 0000.0000,005034,200,Bladder Exstrophy and Epispadias Complex,2000
Cipro Tab 250mg,P, 0000.6681,000000,200,Mandibular Injuries,2000
Cipro Tab 500mg,P, 0000.7537,000000,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  3,2000
Cipro Tab 750mg,P, 0001.3802,000000,200,Brugada Syndrome 8,2000
Orudis Sr-200 Tab 200mg,P, 0000.0000,000000,200,Chromosome 1  monosomy 1q4,2000
Pulmicort Inhaler 50mcg/Aem,P, 0000.0000,000000,200,Bronchomalacia,2000
Vaporizing Ointment,O, 0000.0000,004897,200,Balkan Nephropathy,2000
Syn-Pindolol Tab 15mg,P, 0000.0000,000000,200,Rhinitis  Allergic  Perennial,2000
Hytrin,P, 0000.1982,016524,200,Parathyroid Glands  Agenesis Of,2000
Nadolol-80 Tab 80mg,P, 0000.0000,004901,200,Leukocyte Nuclear Appendages  Hereditary Prevalence of,2000
Bricanyl Inhaler 0.25mg/Aem,P, 0000.0000,000000,200,Amyloidosis  Cerebroarterial  App-Related,2000
Coppertone Waterproof Sunblock Lot Spf 25,O, 0000.0000,000000,200,EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY,2000
D12162,O, 0000.0000,000000,200,Pruritic urticarial papules plaques of pregnancy,2000
Betaine Hydrochloride Cap W Pepsin,O, 0000.0000,000000,200,Meier Blumberg Imahorn syndrome,2000
Trivalent Chromium Chloride Caps,O, 0000.0000,000000,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  2,2000
Niacin Cap 250mg,O, 0000.0000,000000,200,Macrophage Activation Syndrome,2000
Calcium Pantothenate Pwr 1000mg Usp,O, 0000.0000,000000,200,Bulbo-Spinal Atrophy  X-Linked,2000
D12175 Liq,O, 0000.0000,000000,200,Idiopathic basal ganglia calcification 1,2000
Henkels Vit E Pws 1162unit/Gm Usp,O, 0000.0000,000000,200,Hashimoto-Pritzker syndrome,2000
Magnesium Oxide Pws 600mg/Gm,O, 0000.0000,000000,200,Atelosteogenesis type 2,2000
Metagest-Pepsin-Betaine Hcl Tab,O, 0000.0000,004673,200,Histrionic Personality Disorder,2000
Jack + Jill Children'S Formula Cough Liquid,O, 0000.0000,011545,200,Glycogen Storage Disease IXC,2000
Sans-Acne Liq,P, 0000.0000,003594,200,Myoclonus  Cerebellar Ataxia  and Deafness,2000
Desyrel Dividose Tab 300mg,P, 0000.0000,003801,200,Orotic Aciduria II,2000
Ddavp Tablets 0.2mg,P, 0000.7137,004174,200,Malignant fever,2000
Rocaltrol Oral Solution 1mcg/Ml,P, 0000.0000,004328,200,Acheiropodia,2000
Ddavp Tablets 0.1mg,P, 0000.3567,004174,200,Malignant fever,2000
Bain De Soleil Sun Block Spray Lotion Spf20,O, 0000.0000,000000,200,Carbohydrate Metabolism  Inborn Errors,2000
Sucrets Childrens Cherry Loz 1.2mg,O, 0000.0000,000000,200,Ectoparasitic Infestations,2000
Vitamine E Cap 400unit,O, 0000.0000,003758,200,Rectocele,2000
Calcium - Magnesium - Zinc Tab,O, 0000.0000,000000,200,Gonorrhea,2000
Isopropyl Rubbing Cmpd Liq 70%,O, 0000.0000,004407,200,Neoplasm Micrometastasis,2000
Castor Oil Liq 100%,O, 0000.0000,004407,200,Coronary Artery Disease  Autosomal Dominant  1,2000
Flax Seed Pws 1000mg/Gm,O, 0000.0000,000000,200,Retinitis Pigmentosa 6,2000
Pindolol-10 Tab 10mg,P, 0000.0000,004901,200,Neural crest tumor,2000
Beclodisk Pwr 100mcg/Blister,P, 0000.0000,004253,200,Neoplasm Micrometastasis,2000
Beclodisk Pwr 200mcg/Blister,P, 0000.0000,004253,200,Rozin Hertz Goodman syndrome,2000
Teva-Ranitidine,P, 0000.0000,014318,200,DEAFNESS  AUTOSOMAL RECESSIVE 61,2000
Theophylline 1.6mg And 5% Dextrose Inj,P, 0000.0000,003699,200,Hypoxia,2000
Nadolol-40 Tab 40mg,P, 0000.0000,004901,200,Radius absent anogenital anomalies,2000
Ratio-Ranitidine,P, 0000.0000,010402,200,Aplasia cutis congenita of limbs recessive,2000
Cruex Cream,O, 0000.0000,000000,200,Conjunctivitis  Viral,2000
Desenex Ointment,O, 0000.0000,000000,200,Charcot-Marie-Tooth disease  Type 2E,2000
Heel-159 Liq ((D4-D200)),O, 0000.0000,006489,200,Ectoparasitic Infestations,2000
Docusate Sodium Cap 100mg Usp,O, 0000.0000,005266,200,Deafness hyperuricemia neurologic ataxia,2000
Calcium W D Liquid,O, 0000.0000,004227,200,Prostate Cancer  Hereditary  6,2000
Vita Vim W Beta Carotene Tab,O, 0000.0000,004403,200,Chondroblastoma,2000
Chlorhexidine Gluconate Solution 0.05%,O, 0000.0000,003659,200,Fused Kidney,2000
